employer_id,city_id,contract_id,start_date,end_date,renewed_flag,job_slots,total_contract_value,applications,apply_start_clicks,click_marketplace_value,job_listings
2546880,2415,1684608,1/30/2017,2/28/2017,1,15,1495,0,0,0,0
4167867,11391,2008296,6/7/2017,7/6/2017,1,15,495,5,10,138.55,0
6515893,7108,2619780,12/31/2017,1/9/2018,0,15,1495,5,10,509.2,0
6384267,11427,2601456,12/24/2017,12/26/2017,0,50,2995,0,15,433.65,0
2334373,2917,1541856,11/27/2016,12/1/2016,0,15,1245,0,0,0,0
2624773,5664,2850840,3/13/2018,3/22/2018,0,15,495,0,0,0,0
2980533,2753,2501352,11/25/2017,12/24/2017,1,15,495,45,95,5168.55,0
4895147,1466,2256744,9/3/2017,10/2/2017,1,15,1495,115,135,4300.65,10
1349200,6713,1788780,3/11/2017,4/10/2017,1,15,1745,260,375,1100.8,10
2312667,11154,2584152,12/21/2017,1/20/2018,1,15,995,15,35,3811.55,15
3934933,3374,2366664,10/12/2017,11/11/2017,1,15,1745,70,235,4487.8,0
4531573,1171,2121012,7/18/2017,8/17/2017,1,15,745,40,65,1330,5
4927307,9132,2235564,8/27/2017,9/18/2017,0,15,995,5,5,1205.4,0
4898240,5851,2499552,11/24/2017,12/23/2017,1,15,1245,25,35,942.4,0
1817040,7014,2155164,7/29/2017,8/28/2017,1,15,1495,0,0,0,0
1909227,3593,1530600,11/21/2016,12/20/2016,1,15,745,25,140,2718.9,0
1863387,9727,1438020,10/11/2016,11/10/2016,1,15,1245,360,580,8198.4,0
2485947,3633,2266260,9/8/2017,10/7/2017,1,15,495,0,40,1479.15,0
3065493,3405,1797180,3/15/2017,4/14/2017,1,15,745,10,35,706.2,0
2987733,4843,1911204,4/28/2017,5/27/2017,1,15,745,5,10,239.75,0
3858027,2810,2000280,6/3/2017,7/2/2017,1,15,495,10,15,788.7,0
4171893,4925,2451000,11/8/2017,12/7/2017,1,15,745,270,400,8798.55,0
6948507,3990,2744820,2/9/2018,3/8/2018,1,15,1495,220,305,8855.3,10
2877440,7057,1552464,12/1/2016,12/30/2016,1,15,745,35,90,3627.75,5
3493947,2676,2130936,7/21/2017,8/20/2017,1,15,745,70,100,914.45,15
4215413,4915,2483088,11/18/2017,12/17/2017,1,15,745,0,5,833.45,0
4575947,7121,2882544,3/22/2018,4/21/2018,0,15,495,0,0,0,0
852240,10560,2348436,10/5/2017,11/4/2017,1,15,495,15,30,2252.4,0
2391600,5466,1560468,12/4/2016,1/3/2017,1,15,1245,60,95,7366.15,0
2607200,4753,1592328,12/19/2016,1/18/2017,1,15,745,60,85,2691,0
3540347,7796,1830840,3/26/2017,4/25/2017,1,15,745,5,15,843.35,0
3660320,9008,2011344,6/8/2017,7/7/2017,1,15,745,70,75,1085.55,0
3957787,4056,2025888,6/14/2017,7/13/2017,1,15,1495,15,15,194.95,5
4678240,8394,2166372,8/2/2017,9/1/2017,1,15,495,10,35,1440.95,0
4774640,10685,2462832,11/11/2017,12/10/2017,1,15,1245,0,0,48.3,0
1710560,1466,1445688,10/14/2016,11/13/2016,1,15,1745,0,115,5379,0
2554827,3250,1416888,10/1/2016,10/30/2016,1,15,745,130,135,3351.6,5
3671040,11055,2017068,6/10/2017,7/9/2017,1,15,495,15,15,860.7,0
1897093,3853,1452948,10/18/2016,11/17/2016,1,15,495,0,0,0,0
4702373,4413,2729556,2/4/2018,3/3/2018,1,15,495,0,10,1048.8,0
1914400,2896,1258596,7/22/2016,8/21/2016,1,15,495,0,0,0,0
3535440,6000,1827672,3/25/2017,3/29/2017,0,15,1495,5,0,103.7,0
5225947,10022,2399544,10/23/2017,11/9/2017,0,15,995,40,55,829.35,5
6136640,7502,2633184,1/6/2018,2/5/2018,1,15,1745,205,385,16615.1,30
6971440,259,2749020,2/10/2018,3/9/2018,1,15,995,0,0,0,0
1131307,8855,2397804,10/22/2017,11/21/2017,0,15,995,105,145,3752.1,0
5531547,10779,2579364,12/20/2017,1/19/2018,1,15,995,0,0,448.4,0
6688187,10039,2798964,2/25/2018,2/26/2018,0,15,995,0,5,12.4,0
2350427,3803,1760652,3/1/2017,3/28/2017,1,15,995,0,0,0,0
2391600,11243,1423128,10/4/2016,11/3/2016,1,15,1245,50,75,5522.65,15
3766560,8661,1896480,4/22/2017,5/21/2017,1,15,495,0,0,0,0
4692213,1817,2170236,8/3/2017,9/2/2017,1,15,495,30,45,739,10
4974453,8956,2339424,10/1/2017,10/30/2017,1,15,995,95,100,3591,0
923680,6549,2048376,6/22/2017,7/21/2017,1,15,995,0,600,11116.45,5
1879760,10908,1653504,1/15/2017,2/14/2017,1,15,745,0,0,0,0
2697787,8841,1676628,1/26/2017,2/25/2017,1,15,495,0,0,0,0
3293707,11280,2595000,12/23/2017,1/22/2018,1,15,1495,0,80,3275.6,0
3363733,702,1769340,3/3/2017,4/2/2017,1,15,1245,0,0,76.95,0
3451813,5582,2048976,6/22/2017,7/21/2017,1,15,745,0,90,1590.3,0
6087840,281,2502888,11/26/2017,12/25/2017,1,15,1245,65,120,3836.4,0
3745947,11390,2216544,8/20/2017,9/19/2017,1,15,745,15,35,649.25,0
3987360,9367,1960368,5/18/2017,6/17/2017,1,15,1495,30,45,813.3,0
4632240,1569,2329056,9/29/2017,10/28/2017,1,15,745,40,115,2317.05,0
4704400,2771,2527764,12/4/2017,1/3/2018,1,15,1245,95,150,4775.65,0
4550587,11359,2127624,7/20/2017,8/19/2017,0,15,1745,25,45,2727.45,0
5602053,2804,2408748,10/26/2017,11/15/2017,0,15,995,30,50,692.55,0
577547,10382,1198308,6/24/2016,7/23/2016,0,15,745,340,495,15253.4,5
1721280,3604,1515372,11/14/2016,12/13/2016,1,15,495,0,0,937.25,5
5749733,7981,2446728,11/6/2017,12/5/2017,1,15,1245,340,410,8971.3,20
6228560,3537,2843880,3/10/2018,4/9/2018,0,15,995,45,110,3072.25,15
2197333,9600,1564704,12/7/2016,1/6/2017,1,15,1245,160,170,9757.8,5
3803093,9713,2503512,11/27/2017,12/26/2017,1,15,495,55,195,2788.4,0
4207387,17,2020716,6/11/2017,6/12/2017,0,15,1745,5,5,41.6,0
4892773,4154,2315196,9/24/2017,10/2/2017,0,15,995,10,5,256.5,0
7125707,9902,2785620,2/22/2018,3/20/2018,0,15,995,20,70,1916.15,0
1273573,8725,1350036,9/4/2016,10/3/2016,1,15,1245,0,15,538.65,0
1792827,10000,1204320,6/27/2016,7/26/2016,1,15,495,0,0,0,0
2197333,977,1430844,10/7/2016,11/6/2016,1,15,1245,65,60,7312.5,0
3277760,6152,1893540,4/21/2017,5/17/2017,0,15,495,0,5,164.4,0
3710027,3504,2113860,7/15/2017,8/14/2017,1,15,495,5,10,589.95,0
860613,7570,1222536,7/4/2016,8/3/2016,1,15,495,0,35,712.5,0
2601813,11124,2095152,7/8/2017,7/18/2017,0,15,495,0,0,0,0
2680560,8089,1877220,4/14/2017,5/13/2017,1,15,1745,0,0,8.35,0
3120027,9694,2632980,1/6/2018,1/24/2018,0,15,1495,0,0,0,0
3352160,6550,2168556,8/2/2017,8/10/2017,0,15,1245,5,10,817,0
1735973,2404,1312824,8/18/2016,8/26/2016,0,15,1495,0,0,0,0
3386933,5391,1932384,5/6/2017,6/5/2017,1,15,495,10,40,1011.55,0
4870827,5128,2219856,8/22/2017,9/21/2017,1,15,995,25,60,798,0
4273440,2355,2669472,1/18/2018,2/17/2018,1,15,995,95,145,5046.4,10
2280400,11439,2040384,6/19/2017,7/18/2017,0,15,745,0,0,0,0
5855627,221,2486988,11/19/2017,12/18/2017,0,15,995,10,70,846.45,0
1922907,2751,2056068,6/24/2017,7/23/2017,1,15,495,0,0,0,0
2705493,8528,1613028,12/27/2016,1/5/2017,0,15,745,0,0,0,0
5016427,3150,2352180,10/6/2017,11/5/2017,1,15,995,115,160,1011.4,0
6068587,3403,2501460,11/25/2017,12/24/2017,1,15,995,0,65,2527,0
1411387,8957,1156944,6/9/2016,7/8/2016,1,15,745,0,0,0,0
1708613,6757,1540128,11/26/2016,12/25/2016,1,15,1495,0,0,0,0
2956027,7324,2217816,8/21/2017,9/20/2017,1,15,745,0,0,0,0
3628347,8999,2005140,6/6/2017,7/5/2017,1,15,495,0,0,0,0
4635653,1760,2152008,7/28/2017,8/27/2017,1,15,745,15,20,1393.65,0
6772027,11322,2693520,1/25/2018,2/24/2018,1,15,995,95,150,3563.85,10
3048213,8446,1648512,1/13/2017,2/12/2017,1,15,745,30,60,3428.55,5
1766267,850,1117200,5/22/2016,5/24/2016,0,15,495,10,20,303.15,0
2025600,3676,1507308,11/10/2016,12/9/2016,1,15,495,0,0,0,0
2170133,5252,1350972,9/5/2016,9/21/2016,0,50,1745,0,0,6.45,0
2382080,8175,1347900,9/3/2016,10/2/2016,1,15,995,75,130,4550.4,5
3271227,3533,1963524,5/19/2017,6/18/2017,1,15,495,30,45,407.65,5
4055707,4213,2404968,10/25/2017,11/24/2017,1,15,1495,160,230,5862.45,0
3959760,7362,2110836,7/14/2017,8/13/2017,1,15,1495,0,15,830.3,0
4254880,4840,2036100,6/17/2017,6/22/2017,0,15,495,5,0,30.4,0
4561920,547,2489196,11/21/2017,11/23/2017,0,15,1495,0,0,0,0
6083600,6656,2800284,2/26/2018,3/25/2018,1,15,1245,10,30,1915.2,5
1685493,6148,1567596,12/8/2016,1/7/2017,1,15,1245,25,30,2925,10
2003067,11097,2904732,3/28/2018,4/27/2018,0,15,745,0,0,0,0
2970267,6317,1684956,1/30/2017,2/28/2017,1,15,1495,0,0,0,0
3408107,11365,2098368,7/9/2017,8/8/2017,1,15,495,0,65,1079.2,0
5411547,10605,2462940,11/11/2017,12/10/2017,1,15,1495,25,20,2059,0
6748480,9201,2705640,1/28/2018,2/27/2018,1,15,995,295,340,4506.2,10
6634160,65,2766600,2/16/2018,3/15/2018,1,15,995,195,235,4843.6,5
1829547,10497,1221612,7/3/2016,8/2/2016,1,15,495,0,0,22.5,0
2285360,2859,1526856,11/19/2016,12/18/2016,1,15,495,0,0,0,0
2800560,487,1725768,2/16/2017,3/15/2017,1,15,1745,0,0,0,0
3959280,8717,1952028,5/14/2017,5/17/2017,0,15,495,0,0,10.5,0
4077680,2612,2863680,3/16/2018,4/15/2018,0,15,995,0,0,0,0
7448000,611,2868048,3/17/2018,4/16/2018,0,15,1495,20,40,1894.25,0
1740560,10227,1355172,9/8/2016,10/7/2016,1,15,495,0,0,0,0
2402640,2331,2263044,9/7/2017,10/6/2017,1,15,745,65,100,3457.8,0
2679573,6840,1970916,5/22/2017,6/21/2017,0,15,1745,20,35,1689.7,0
4428267,7330,2260068,9/6/2017,9/13/2017,0,15,745,0,0,38,0
4620827,747,2412492,10/27/2017,11/26/2017,1,15,745,115,125,3061.85,0
1069440,5790,1255380,7/21/2016,8/20/2016,1,15,1745,95,190,5503.6,30
1276747,7764,1986576,5/28/2017,6/27/2017,1,50,995,0,310,4108.9,0
2244560,6122,2278632,9/13/2017,10/12/2017,1,50,1495,0,250,4816.5,0
2582133,9814,1562088,12/6/2016,1/5/2017,1,15,495,0,85,2925,0
1680373,1284,1234836,7/12/2016,8/11/2016,1,15,745,0,0,0,0
1719387,3354,2849628,3/12/2018,4/11/2018,0,15,745,20,30,552.35,10
2372053,10292,1627032,1/2/2017,2/1/2017,1,15,745,0,0,0,0
3209813,1331,1789380,3/11/2017,4/10/2017,1,15,495,0,10,425.85,0
3374907,5835,1853988,4/4/2017,5/3/2017,1,15,1495,5,35,335.5,0
3655787,11207,1864572,4/8/2017,5/1/2017,0,15,495,0,90,238.75,0
4555547,904,2216892,8/20/2017,9/1/2017,0,15,1245,5,20,478.8,0
5466933,7869,2377368,10/15/2017,11/13/2017,0,15,1245,5,55,1168.5,0
6479653,5661,2606784,12/28/2017,1/9/2018,0,15,995,0,15,316.35,0
2855600,9962,1908204,4/27/2017,5/26/2017,1,15,495,0,105,1165.1,0
4843600,867,2383452,10/18/2017,10/31/2017,1,15,995,100,125,713.9,15
4858800,160,2677644,1/20/2018,2/19/2018,1,15,1245,0,810,16245,0
6014827,10425,2579436,12/20/2017,1/19/2018,1,15,1245,35,95,3283.2,0
5459227,9179,2473008,11/15/2017,12/8/2017,0,15,995,10,125,3579.5,10
1803307,9356,1207572,6/29/2016,7/28/2016,0,15,1745,25,50,7534.8,0
2038693,6156,1425660,10/5/2016,10/24/2016,0,15,495,10,5,217.5,0
2927493,6434,2659116,1/14/2018,2/13/2018,1,50,2995,535,830,25947,10
3121093,7576,1674084,1/25/2017,2/24/2017,1,15,1495,130,145,7932.6,5
2436400,9059,1363464,9/11/2016,10/10/2016,1,15,745,115,125,4291.95,5
2661280,1836,1833420,3/28/2017,4/27/2017,1,15,495,5,15,298.9,15
3408107,9354,2359356,10/9/2017,11/8/2017,1,15,495,0,100,1322.4,0
3227627,5731,1952964,5/15/2017,5/16/2017,0,15,745,0,5,22.8,0
5795413,8726,2459448,11/10/2017,12/9/2017,1,15,995,55,90,4020.25,0
6591093,6505,2752704,2/11/2018,3/10/2018,1,15,995,0,5,15.2,0
1002933,2511,2681652,1/21/2018,2/13/2018,1,15,1495,0,265,15004.8,5
2988027,7185,1623540,12/31/2016,1/30/2017,1,15,745,25,20,1322.1,5
1711413,6,1793316,3/13/2017,4/6/2017,0,15,495,30,40,694.15,0
2634453,4683,1515720,11/14/2016,11/22/2016,0,15,1245,15,15,470.25,0
2993760,3448,1760472,3/1/2017,3/28/2017,1,15,495,0,0,0,0
4493733,10793,2199180,8/14/2017,8/22/2017,0,15,1495,25,50,1299.6,5
1385813,8231,1438368,10/11/2016,11/10/2016,1,15,495,0,0,0,0
2373840,4532,1345260,9/2/2016,10/1/2016,1,15,1495,20,40,3206.4,0
2948987,7410,1591680,12/18/2016,1/17/2017,0,15,495,15,30,537.6,5
3520640,610,1900644,4/24/2017,5/23/2017,1,15,745,40,70,1100.7,0
1891493,1745,1452060,10/17/2016,10/25/2016,0,15,495,0,0,0,0
2346853,2118,1616676,12/29/2016,1/28/2017,1,15,495,5,10,532.5,0
2822373,2281,1735740,2/19/2017,3/18/2017,0,15,1245,45,165,2537.5,0
3076453,3506,1884576,4/18/2017,5/17/2017,1,15,1245,15,30,2697.05,0
3875280,788,2175696,8/5/2017,9/4/2017,1,15,495,40,60,1985.5,0
1754800,5725,1320444,8/21/2016,9/20/2016,1,15,495,0,0,0,0
2399947,8310,1934508,5/7/2017,6/6/2017,1,15,745,0,0,0,0
2413173,8125,1779768,3/8/2017,3/13/2017,0,15,745,0,0,0,0
2468533,3192,1377120,9/18/2016,10/17/2016,1,15,495,0,5,367.65,5
3449680,3734,2378304,10/16/2017,11/15/2017,1,15,495,10,20,2401.6,0
5305733,4002,2614980,12/30/2017,1/29/2018,1,15,1745,0,735,22561.55,5
1610533,10182,1057812,4/17/2016,5/16/2016,1,15,1495,40,70,1051.35,15
2547867,1509,1619664,12/30/2016,1/29/2017,1,15,495,0,0,0,0
2704880,2045,1679556,1/27/2017,2/26/2017,1,15,745,0,0,0,0
3689467,691,1874892,4/13/2017,5/12/2017,1,15,995,0,0,229.6,0
2399947,7108,1353012,9/7/2016,10/6/2016,1,15,745,0,15,760.5,5
2281733,9811,2123436,7/19/2017,8/7/2017,0,15,495,0,0,15.2,0
4095867,4194,2328888,9/29/2017,10/11/2017,0,15,495,10,5,323,0
4345040,1729,2178732,8/6/2017,8/29/2017,0,15,495,50,115,4493.8,10
2722507,2247,2238012,8/29/2017,9/28/2017,1,15,1745,0,0,0,0
2558987,427,2432688,11/2/2017,12/1/2017,1,15,495,0,0,0,0
3067093,10376,1654104,1/15/2017,2/10/2017,0,15,745,55,85,2016,10
3685707,6942,2022780,6/13/2017,7/12/2017,1,15,1245,0,0,0,0
6554480,9921,2737056,2/7/2018,3/6/2018,1,15,1245,0,15,864.5,0
1836107,5662,2084916,7/4/2017,8/3/2017,1,15,745,0,75,2565.4,0
1915173,2734,1384584,9/22/2016,10/21/2016,1,15,1245,5,15,1555.2,0
2753227,6514,1856340,4/5/2017,5/4/2017,1,15,745,65,55,1720.1,0
2733707,9874,1996968,6/2/2017,7/1/2017,1,15,495,0,0,0,0
3206240,3512,1715304,2/11/2017,3/10/2017,1,15,1495,35,60,2795.6,0
3373067,2099,1772424,3/4/2017,4/3/2017,1,15,495,50,65,935.35,0
3875280,1650,2444676,11/5/2017,12/4/2017,1,15,495,60,140,3268,0
4854453,703,2296824,9/19/2017,10/10/2017,1,15,995,0,190,3137.85,10
2168560,8767,1561140,12/5/2016,1/4/2017,1,15,1495,0,0,0,0
4001867,7078,2214048,8/19/2017,9/18/2017,1,15,745,30,90,1787.55,0
4016507,11024,2390808,10/20/2017,11/19/2017,1,15,495,0,15,214.4,0
4744133,1980,2270052,9/9/2017,10/8/2017,1,15,995,35,70,2761.65,0
6709200,6623,2777400,2/20/2018,3/12/2018,0,15,995,45,125,1615.95,10
1752720,2759,1111896,5/20/2016,6/19/2016,1,15,495,50,170,2967.2,5
1784267,1411,1265592,7/26/2016,8/3/2016,0,15,495,0,0,0,0
2024853,5022,1360548,9/10/2016,10/9/2016,1,15,495,0,0,0,0
2392693,8595,1423200,10/4/2016,10/11/2016,0,15,1245,0,0,74.55,0
2786320,4268,1512816,11/12/2016,11/14/2016,0,15,495,5,5,397.8,0
4623440,4261,2321064,9/27/2017,10/5/2017,0,15,1495,65,75,767.6,0
1827813,2768,2621760,1/3/2018,2/2/2018,1,15,495,0,145,5669.6,15
2486107,1983,2134296,7/22/2017,8/21/2017,1,50,2995,290,500,13390.4,0
2593573,2011,2550432,12/12/2017,1/11/2018,1,15,495,0,0,0,0
4605040,6981,2245752,8/31/2017,9/30/2017,1,15,745,0,85,1879.05,5
2534293,7777,1619460,12/30/2016,1/29/2017,1,15,495,0,0,307.8,0
2829040,1258,1529916,11/20/2016,12/19/2016,1,15,745,5,25,1684.8,5
3446587,9810,1794648,3/14/2017,4/13/2017,1,15,1495,120,160,721.6,0
4913520,1568,2232888,8/26/2017,9/25/2017,1,15,995,155,195,4260.35,20
6636453,1222,2855172,3/14/2018,4/13/2018,0,15,995,0,25,1324.65,0
6712107,5051,2678364,1/20/2018,1/25/2018,0,15,995,0,230,2690.65,0
2033360,4388,1304784,8/13/2016,9/12/2016,1,15,495,0,0,0,0
2618187,4052,1512612,11/12/2016,12/11/2016,1,15,1495,0,0,0,0
5614080,10501,2413224,10/27/2017,11/26/2017,1,15,995,45,165,3034.6,10
7073893,8600,2774388,2/18/2018,2/20/2018,0,15,995,15,15,725.05,0
2712640,34,1756980,2/28/2017,3/27/2017,1,15,495,25,180,2007.2,0
2964693,11178,1602012,12/22/2016,1/21/2017,1,15,1495,55,75,3732.3,0
3526827,3426,1978308,5/25/2017,6/24/2017,1,15,495,90,145,1215.2,0
4645973,851,2420316,10/29/2017,10/30/2017,0,15,495,0,0,0,0
5077173,4309,2270256,9/9/2017,10/8/2017,1,15,995,15,60,1311,0
6725760,2655,2870928,3/18/2018,4/17/2018,0,15,1995,0,0,0,0
1999627,6463,1776852,3/7/2017,4/6/2017,1,15,495,5,20,508.5,5
2036667,4604,1307004,8/14/2016,9/13/2016,1,15,1245,0,0,0,0
2074533,5215,1318068,8/20/2016,9/19/2016,1,15,1245,230,320,14907.2,0
2665760,10409,1459476,10/20/2016,11/19/2016,1,15,1245,25,110,1785.6,0
3602480,7534,1997172,6/2/2017,7/1/2017,1,15,1495,100,160,2358.7,0
4930507,9620,2811240,3/1/2018,3/28/2018,1,15,1245,60,160,2353.6,15
6867493,3878,2722020,2/2/2018,3/1/2018,1,15,995,110,185,2318,0
3062507,6368,2281812,9/14/2017,10/13/2017,1,15,495,0,10,2339.85,0
3212027,10045,1871952,4/12/2017,5/11/2017,1,15,495,0,5,164.4,0
4659653,7667,2159832,7/30/2017,8/29/2017,1,15,1495,100,295,5547.15,0
1025200,2216,2380152,10/17/2017,11/16/2017,1,15,995,0,175,6393.65,20
2644400,7452,2032248,6/16/2017,7/15/2017,1,15,995,75,140,3671.25,20
2828587,4937,2118804,7/17/2017,8/16/2017,1,15,745,0,215,3921.35,10
1925787,4681,1468080,10/24/2016,11/23/2016,1,15,1245,20,25,1245.75,0
2696933,138,2610348,12/29/2017,1/22/2018,0,15,1495,40,60,1740.25,0
2717307,197,1782696,3/9/2017,4/8/2017,1,15,745,0,0,0,0
4464853,4722,2184540,8/9/2017,8/28/2017,0,15,1495,25,50,1748,15
4475040,4381,2191200,8/11/2017,9/10/2017,1,15,745,150,205,1221.3,0
2852960,4498,1612272,12/26/2016,1/25/2017,1,15,1745,325,390,8451.55,10
3910907,4036,1940100,5/10/2017,5/29/2017,0,15,745,5,15,203.3,0
4469440,10870,2359560,10/9/2017,11/8/2017,1,15,495,15,15,1897.25,0
1621173,2720,2044836,6/21/2017,7/20/2017,1,15,745,30,30,1096.3,0
1732187,8761,1310544,8/17/2016,9/16/2016,1,15,1745,0,85,9360,0
1824293,2979,2341032,10/2/2017,11/1/2017,1,15,745,0,0,0,0
2168560,9140,1630836,1/5/2017,2/4/2017,1,15,1495,0,0,0,0
2252747,3464,1307520,8/14/2016,9/13/2016,1,15,1245,190,280,6155.7,0
3029467,5449,1934712,5/7/2017,6/6/2017,1,15,1745,0,0,0,0
4978667,9407,2659332,1/14/2018,2/13/2018,1,15,1495,110,265,8516.75,0
6600667,4572,2651976,1/12/2018,1/13/2018,0,15,995,0,0,125.4,0
1497733,7817,1126104,5/27/2016,6/26/2016,1,15,1745,190,220,7926.1,5
1822853,10723,1420620,10/2/2016,11/1/2016,1,15,495,65,65,1470.6,10
2395040,3911,1497672,11/5/2016,12/4/2016,1,15,495,0,0,0,0
3053893,5317,1648716,1/13/2017,1/25/2017,0,15,1495,0,445,10428,0
4529227,5788,2573736,12/18/2017,1/17/2018,1,15,995,20,35,1474.4,0
1145467,6746,1717692,2/12/2017,3/11/2017,1,15,495,0,0,0,0
1671893,6831,1350768,9/5/2016,10/4/2016,1,15,495,0,0,0,0
1918080,5683,1387440,9/23/2016,10/22/2016,1,15,495,0,0,0,0
3399200,9075,2039076,6/18/2017,7/17/2017,1,15,1495,125,115,3520.9,0
3408587,9277,2013948,6/9/2017,7/8/2017,1,15,995,0,190,4729.65,0
3875573,6669,1929492,5/5/2017,5/22/2017,0,15,995,0,5,139.1,0
4594107,2931,2688300,1/24/2018,2/23/2018,1,15,1495,0,5,15.2,0
4629867,92,2151804,7/28/2017,8/27/2017,1,15,995,80,105,2584,0
4637360,11120,2805564,2/28/2018,3/27/2018,0,15,745,0,0,0,0
6387893,5876,2794464,2/24/2018,3/1/2018,0,15,995,0,10,257.6,0
7356000,840,2844600,3/10/2018,3/19/2018,0,15,1495,20,70,1141.65,15
1425147,5417,1651644,1/14/2017,2/13/2017,1,15,745,35,135,4708,0
2417707,9278,2454804,11/9/2017,12/8/2017,0,15,745,0,0,0,0
3803093,6429,2604180,12/27/2017,1/26/2018,1,15,495,50,150,2838.6,0
3876560,911,2087640,7/5/2017,8/4/2017,1,15,745,180,180,6305.4,30
4515333,5217,2363748,10/11/2017,10/26/2017,0,15,995,10,45,1322.4,0
4515333,10727,2363748,10/11/2017,10/26/2017,0,15,995,10,45,1322.4,0
1800987,7204,1128096,5/28/2016,6/27/2016,1,50,2495,45,95,5132.4,0
2953227,10191,1811748,3/20/2017,3/26/2017,0,15,495,0,0,0,0
4391653,11013,2222844,8/23/2017,8/28/2017,0,15,1745,15,15,743.85,5
4391653,8793,2222844,8/23/2017,8/28/2017,0,15,1745,15,15,752.4,5
7046667,2962,2892552,3/24/2018,4/23/2018,0,15,995,0,0,0,0
2616613,11447,1515516,11/14/2016,12/12/2016,0,15,745,10,30,2140.8,0
3488187,10647,1813500,3/21/2017,4/12/2017,0,15,745,10,5,784.9,0
3788427,5178,2123952,7/19/2017,8/18/2017,1,15,1745,30,155,5130,0
4092507,7403,1987296,5/28/2017,6/27/2017,1,15,1745,45,55,1023.45,0
4201040,2041,2017656,6/10/2017,7/9/2017,1,15,495,30,85,1184.75,0
4539547,9188,2872596,3/19/2018,4/18/2018,0,15,1745,35,40,340.95,0
5337493,4093,2825340,3/4/2018,4/3/2018,0,15,995,20,35,1210,5
6115093,6869,2707020,1/29/2018,2/28/2018,1,15,995,0,705,27273.4,0
684453,5016,1542444,11/27/2016,12/26/2016,1,15,745,25,40,1050,5
425653,2327,1397388,9/25/2016,10/24/2016,1,15,745,0,0,0,0
2025600,5960,1232436,7/10/2016,8/9/2016,1,15,495,0,55,503.1,5
2501867,2346,1671576,1/24/2017,2/23/2017,1,15,1245,0,0,0,0
3217600,8368,1710588,2/8/2017,3/8/2017,1,50,2995,25,760,18487.25,50
3282800,8802,2398920,10/23/2017,11/22/2017,1,15,495,0,20,592.8,0
4431680,573,2089356,7/6/2017,8/5/2017,1,15,495,10,20,177.5,10
6245040,10372,2755404,2/13/2018,3/12/2018,1,15,1745,0,0,0,0
1644213,4581,1072116,4/28/2016,5/27/2016,1,50,2495,290,1175,25574.55,10
1898053,31,1376604,9/18/2016,10/17/2016,1,50,2495,25,50,7650,0
2847333,9735,1556208,12/2/2016,1/1/2017,1,15,495,0,5,521.55,20
3176693,7772,2011104,6/8/2017,7/7/2017,1,15,495,5,15,275.85,0
4640640,6227,2156004,7/29/2017,8/28/2017,1,15,495,0,75,1717.6,5
2572933,4794,1425864,10/5/2016,11/4/2016,1,15,1245,40,70,1650.15,5
3518747,2067,1975308,5/24/2017,6/23/2017,1,15,495,80,80,1581.7,0
3603200,31,1851516,4/2/2017,5/1/2017,1,50,2995,165,165,3149.95,15
3727280,9936,1883988,4/17/2017,5/16/2017,1,15,495,10,20,827.45,15
2116933,1061,2320548,9/27/2017,10/26/2017,1,15,745,50,130,3352.3,20
2725840,6089,1836540,3/29/2017,4/28/2017,1,15,495,0,0,0,0
2828160,4000,1664196,1/20/2017,2/19/2017,1,15,745,20,25,2424,0
3221253,3677,1722744,2/15/2017,3/14/2017,1,15,1245,0,0,31.95,0
1945120,2614,1204524,6/27/2016,7/26/2016,1,15,495,0,180,2072.1,35
2284347,11179,1315800,8/19/2016,9/18/2016,1,15,495,25,60,1459.2,0
2584640,11439,1428552,10/6/2016,11/5/2016,1,15,1495,440,540,11123.55,0
4290187,9016,2045760,6/21/2017,7/20/2017,1,15,1245,75,125,2413.95,0
5016427,2900,2532252,12/6/2017,1/5/2018,1,15,995,100,255,2317.95,0
5472667,7972,2762544,2/15/2018,3/14/2018,1,15,1245,0,0,0,0
1047333,1077,2216376,8/20/2017,9/19/2017,1,15,745,0,5,38,0
1288933,4120,1087668,5/7/2016,6/6/2016,1,15,745,50,50,2257.5,10
2050000,5637,1725564,2/16/2017,3/15/2017,1,15,1495,5,30,707.05,0
3925360,7387,2020512,6/11/2017,7/10/2017,1,15,495,0,0,8.35,0
5675093,11111,2518212,12/1/2017,12/30/2017,1,15,1745,0,0,22.1,0
5679093,3486,2437416,11/3/2017,12/2/2017,1,15,995,20,65,2208.3,5
7291200,5338,2832312,3/7/2018,3/19/2018,0,15,1745,25,55,1588.4,5
4552720,4238,2127768,7/20/2017,8/19/2017,1,15,495,10,15,1159.95,0
5829280,10971,2550960,12/12/2017,12/27/2017,0,15,995,55,90,3286.65,15
1851120,6974,1296996,8/10/2016,9/9/2016,1,50,1745,0,590,16137.3,50
4523253,4966,2476392,11/16/2017,12/15/2017,1,15,495,25,75,2867.35,0
6766320,10013,2798784,2/25/2018,3/24/2018,1,15,995,25,75,3162.55,15
1330587,891,1560612,12/4/2016,1/3/2017,1,15,495,0,0,0,0
2293173,1788,1379424,9/20/2016,10/19/2016,1,15,495,0,0,0,0
2384800,9993,1922724,5/3/2017,6/2/2017,1,15,1245,0,0,0,0
2660373,131,1500180,11/6/2016,11/7/2016,0,15,1245,0,0,96,0
